CSE0000206,NotebookAccessoriesA7,11311619,1
CSE0000206,OpticalTransceiver76,12210502,1
CSE0000207,NotebookCase03,12210022,1
CSE0000208,ComputerTerminal43,11211305,1
CSE0000208,Router92,11211414,1
CSE0000209,E-Book87,11512419,53
CSE0000209,E-Book87,11211708,53
CSE0000210,PowerSupply63,11911204,1
CSE0000211,Anti-SlipMobilePhoneP4,11710110,1
CSE0000212,Yuba48,12011508,1
CSE0000212,OfficeSoftwareD7,11211414,1
CSE0000213,IsbnPrinterA3,11711310,1
CSE0000214,Server40,12211614,1
CSE0000215,GasWaterHeaterN7,11612606,1
CSE0000216,OpticalTransceiver15,11610803,1
CSE0000217,WirelessAccessPointY0,12212523,1
CSE0000217,ToiletSeatC2,11312003,1
CSE0000217,TollMachine89,11511523,1
CSE0000217,PrecisionAirConditionerG9,11611511,1
CSE0000218,DigitalCamera85,11112611,1
CSE0000218,LightningProtectionProducts26,11710721,1
CSE0000219,DisplayChipB4,12110324,1
CSE0000219,OfficeSoftwareD7,11610606,1
CSE0000220,PrecisionAirConditionerG9,11410203,860
CSE0000220,Cd95,11811618,1
CSE0000221,Codec76,11810907,1
CSE0000221,CellphoneDataLine26,11210010,1
CSE0000222,WaterDispenserO9,11611617,1
CSE0000222,HandwritingInputE9,11612410,1
CSE0000223,CardReaderL3,11811911,1
CSE0000223,VideoCaptureCard60,11311011,1
CSE0000223,DigitizerX4,11711517,1
CSE0000224,FlashCard95,11311215,1
CSE0000224,MassagerU3,11411506,1
CSE0000224,FlashCard95,11211004,1
CSE0000225,Digitizer29,12211000,1
CSE0000225,SaasSoftware94,12012621,1
CSE0000226,Anti-SlipMobilePhone15,12010120,1
CSE0000228,DisplayChipB4,11212724,1
CSE0000228,CardReaderQ9,11211422,1
CSE0000301,DvrL0,11311818,1
CSE0000301,OpticalTransceiver76,11612201,1
CSE0000302,ElectricKettleR3,12110429,1
CSE0000303,Scanner21,12210120,1
CSE0000303,VideoCaptureCard60,11211510,1
CSE0000303,InternetBehaviorManagement96,11910524,1
CSE0000303,LensD7,11811911,1
CSE0000303,DvrE9,11912919,1
CSE0000304,LightningProtectionProducts26,11612410,1
CSE0000304,Barebones71,11511317,1
CSE0000304,MassagerU3,12012601,1
CSE0000305,Router92,11611106,1
CSE0000305,HardDiskExtractionBox95,11712922,1
CSE0000305,DvrL0,12212700,1
CSE0000307,OfficeSoftwareD7,11411213,1
CSE0000307,Anti-SlipMobilePhone26,11411127,1
CSE0000307,FlashCard95,11112317,1
CSE0000308,VideoServer94,11212719,1
CSE0000308,LaptopDisplayF0,12110129,1
CSE0000309,ConverterE1,11610219,1
CSE0000310,CellphoneDataLine26,11510914,1
CSE0000310,TonerCartridgeH6,11311011,1
CSE0000311,GameChargerK2,12110502,1
CSE0000311,CardReaderL3,11612811,1
CSE0000311,VideoCaptureCard60,11311817,1
CSE0000312,Hood15,11312113,1
CSE0000312,ServerBarebones96,11511902,1
CSE0000313,PrecisionAirConditionerG9,12211913,1
CSE0000313,ElectricKettleR3,11911913,1
CSE0000313,LaptopDockingStationQ9,11212724,1
CSE0000314,DvrL0,11710607,1
CSE0000315,IsbnPrinterA3,11412110,1
CSE0000315,NotebookCase03,11211210,1
CSE0000316,GameConsoleFilmN2,11910007,1
CSE0000316,GameConsoleFilmN2,11211610,1
CSE0000317,CameraBagX6,11312223,1
CSE0000317,WirelessAccessPointY0,12111803,1
CSE0000317,ImageAlarm54,11212120,1
CSE0000318,VideoCaptureCard60,11212217,1
CSE0000318,AdapterRing49,11511403,1
CSE0000319,TollMachine89,11411716,1
CSE0000319,TollMachine89,11711701,1
CSE0000320,MicrophoneDigitalCompanionF7,11411124,1
CSE0000320,GameChargerK2,12011019,1
CSE0000320,LensD7,11410326,1
CSE0000321,Codec76,12212516,1
CSE0000322,ConverterE1,11910015,1
CSE0000323,Anti-SlipMobilePhone26,11210406,1
CSE0000323,WaterDispenserO9,11411723,1
CSE0000323,NotebookCase03,11711310,1
CSE0000324,WaterHeater71,12112727,1
CSE0000324,ConverterE1,11910015,1
CSE0000324,TeachingSoftware73,11512702,1
CSE0000324,ElectricToothbrush21,11112911,1
CSE0000324,RepeaterB1,11612805,1
CSE0000325,WirelessRouter47,12111307,1
CSE0000325,CdPrintRecorderL8,11811223,1
CSE0000326,FlashCard95,11311215,1
CSE0000326,SecurityCameraY2,12110324,1
CSE0000326,HeatSink95,11310212,1
CSE0000327,HeatSink95,11911424,1
CSE0000327,LaptopDockingStationQ9,11711710,1
CSE0000327,GasWaterHeaterN7,11310224,1
CSE0000328,NotebookAccessoriesA7,11710110,1
CSE0000328,CustomerManagementSoftwareCrm49,11211414,1
CSE0000208,ComputerTerminal43,11110405,1
CSE0000209,PrecisionAirConditionerG9,11111024,1
CSE0000119,HumidifierY1,11111113,1
CSE0000322,AccessControlSystem78,11111115,1
CSE0000223,Scanner21,11111605,1
CSE0000218,GameChargerN0,11112003,1
CSE0000302,CasetteLibraryI1,11112116,1
